origin_airport,origin_title,origin_state,origin_lat,origin_lon,destination_airport,destination_title,destination_state,destination_lat,destination_lon,departureDate,price,currencyCode
DTM,Dortmund,DE,51.516666666666666,7.6,RIX,Riga,LV,56.92361111111111,23.97111111111111,2018-02-04T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,TSR,Timisoara,RO,45.80972222222222,21.337777777777777,2018-01-12T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,TSR,Timisoara,RO,45.80972222222222,21.337777777777777,2018-01-15T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,TSR,Timisoara,RO,45.80972222222222,21.337777777777777,2018-01-19T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,TSR,Timisoara,RO,45.80972222222222,21.337777777777777,2018-01-22T00:00:00,9.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,TSR,Timisoara,RO,45.80972222222222,21.337777777777777,2018-01-26T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,TSR,Timisoara,RO,45.80972222222222,21.337777777777777,2018-01-29T00:00:00,9.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,TSR,Timisoara,RO,45.80972222222222,21.337777777777777,2018-02-02T00:00:00,9.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-09T00:00:00,219.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-11T00:00:00,144.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-13T00:00:00,64.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-16T00:00:00,79.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-18T00:00:00,54.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-20T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-23T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-25T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-27T00:00:00,89.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-01-30T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-02-01T00:00:00,34.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SKP,Skopje,MK,41.961666666666666,21.62138888888889,2018-02-03T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-01-11T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-01-14T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-01-18T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-01-21T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-01-25T00:00:00,89.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-01-28T00:00:00,79.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-02-01T00:00:00,64.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KUT,Kutaisi,GE,42.249722222222225,42.62083333333334,2018-02-04T00:00:00,69.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-11T00:00:00,54.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-12T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-13T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-14T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-15T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-16T00:00:00,24.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-18T00:00:00,34.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-19T00:00:00,17.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-20T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-21T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-22T00:00:00,17.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-23T00:00:00,9.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-25T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-26T00:00:00,24.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-27T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-28T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-29T00:00:00,9.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-01-30T00:00:00,14.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-02-01T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-02-02T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-02-03T00:00:00,109.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,SOF,Sofia,BG,42.695277777777775,23.40611111111111,2018-02-04T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-10T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-12T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-14T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-15T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-17T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-19T00:00:00,54.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-21T00:00:00,24.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-22T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-24T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-26T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-28T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-29T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-01-31T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-02-02T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,CLJ,Cluj-Napoca,RO,46.78333333333333,23.683333333333334,2018-02-04T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,VNO,Vilnius,LT,54.636944444444445,25.28777777777778,2018-01-12T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,VNO,Vilnius,LT,54.636944444444445,25.28777777777778,2018-01-15T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,VNO,Vilnius,LT,54.636944444444445,25.28777777777778,2018-01-19T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,VNO,Vilnius,LT,54.636944444444445,25.28777777777778,2018-01-22T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,VNO,Vilnius,LT,54.636944444444445,25.28777777777778,2018-01-26T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,VNO,Vilnius,LT,54.636944444444445,25.28777777777778,2018-01-29T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,VNO,Vilnius,LT,54.636944444444445,25.28777777777778,2018-02-02T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-12T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-15T00:00:00,14.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-19T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-22T00:00:00,34.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-26T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-29T00:00:00,34.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-02-02T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-09T00:00:00,189.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-10T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-11T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-12T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-13T00:00:00,54.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-14T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-15T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-16T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-17T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-18T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-19T00:00:00,34.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-20T00:00:00,54.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-21T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-22T00:00:00,24.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-23T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-24T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-25T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-26T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-27T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-28T00:00:00,44.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-29T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-30T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-01-31T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-02-01T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-02-02T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-02-03T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,OTP,Bucharest ,RO,44.57055555555556,26.084166666666665,2018-02-04T00:00:00,29.99,EUR
LWO,Lviv,UA,49.81666666666667,23.85,SXF,Berlin Schoenefeld,DE,52.36666666666667,13.5,2018-01-12T00:00:00,4659.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,SXF,Berlin Schoenefeld,DE,52.36666666666667,13.5,2018-01-15T00:00:00,3819.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,SXF,Berlin Schoenefeld,DE,52.36666666666667,13.5,2018-01-19T00:00:00,2619.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,SXF,Berlin Schoenefeld,DE,52.36666666666667,13.5,2018-01-22T00:00:00,2619.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,SXF,Berlin Schoenefeld,DE,52.36666666666667,13.5,2018-01-26T00:00:00,2909.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,SXF,Berlin Schoenefeld,DE,52.36666666666667,13.5,2018-01-29T00:00:00,2909.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,SXF,Berlin Schoenefeld,DE,52.36666666666667,13.5,2018-02-02T00:00:00,2039.0,UAH
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-09T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-10T00:00:00,59.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-11T00:00:00,49.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-12T00:00:00,54.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-13T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-14T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-15T00:00:00,39.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-16T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-17T00:00:00,14.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-18T00:00:00,27.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-19T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-20T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-21T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-22T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-23T00:00:00,14.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-24T00:00:00,14.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-25T00:00:00,24.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-26T00:00:00,34.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-27T00:00:00,24.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-28T00:00:00,22.49,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-29T00:00:00,14.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-30T00:00:00,14.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-01-31T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-02-01T00:00:00,19.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-02-02T00:00:00,24.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-02-03T00:00:00,29.99,EUR
DTM,Dortmund,DE,51.516666666666666,7.6,KTW,Katowice,PL,50.47416666666667,19.08,2018-02-04T00:00:00,24.99,EUR
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-09T00:00:00,4389.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-11T00:00:00,3819.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-13T00:00:00,1599.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-16T00:00:00,999.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-18T00:00:00,869.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-20T00:00:00,1149.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-23T00:00:00,869.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-25T00:00:00,1149.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-27T00:00:00,869.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-01-30T00:00:00,799.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-02-01T00:00:00,719.0,UAH
LWO,Lviv,UA,49.81666666666667,23.85,WRO,Wroclaw,PL,51.1,16.883333333333333,2018-02-03T00:00:00,799.0,UAH
IEV,Kiev - Zhulyany,UA,50.411944444444444,30.443055555555556,LUZ,Lublin,PL,51.23861111111111,22.71333333333333,2018-01-12T00:00:00,1599.0,UAH
